Sensor, Timestamp, Value
DMM, 2024-05-02 19:03:29.550990, 1081800.84
LoadCell, 2024-05-02 19:03:29.570365, None
DMM, 2024-05-02 19:03:29.570365, 1083530.11
LoadCell, 2024-05-02 19:03:29.591238, 0.00103
DMM, 2024-05-02 19:03:29.591238, 1080470.24
LoadCell, 2024-05-02 19:03:29.611479, None
DMM, 2024-05-02 19:03:29.611479, 1082502.9
LoadCell, 2024-05-02 19:03:29.631822, None
DMM, 2024-05-02 19:03:29.631822, 1083098.0
LoadCell, 2024-05-02 19:03:29.651113, None
DMM, 2024-05-02 19:03:29.651113, 1083698.02
LoadCell, 2024-05-02 19:03:29.671540, None
DMM, 2024-05-02 19:03:29.671540, 1085501.11
LoadCell, 2024-05-02 19:03:29.691541, 0.00098
DMM, 2024-05-02 19:03:29.691541, 1082745.83
LoadCell, 2024-05-02 19:03:29.710502, None
DMM, 2024-05-02 19:03:29.710502, 1083465.71
LoadCell, 2024-05-02 19:03:29.731315, None
DMM, 2024-05-02 19:03:29.731315, 1084480.0
LoadCell, 2024-05-02 19:03:29.752903, None
DMM, 2024-05-02 19:03:29.752903, 1084535.89
LoadCell, 2024-05-02 19:03:29.770391, None
DMM, 2024-05-02 19:03:29.770391, 1084741.53
LoadCell, 2024-05-02 19:03:29.791439, 0.00101
DMM, 2024-05-02 19:03:29.791439, 1083509.91
LoadCell, 2024-05-02 19:03:29.810682, None
DMM, 2024-05-02 19:03:29.810682, 1083731.26
LoadCell, 2024-05-02 19:03:29.830568, None
DMM, 2024-05-02 19:03:29.830568, 1082746.3
LoadCell, 2024-05-02 19:03:29.851966, None
DMM, 2024-05-02 19:03:29.851966, 1083095.05
LoadCell, 2024-05-02 19:03:29.871445, None
DMM, 2024-05-02 19:03:29.871445, 1084527.96
LoadCell, 2024-05-02 19:03:29.890906, 0.00099
DMM, 2024-05-02 19:03:29.890906, 1081612.67
LoadCell, 2024-05-02 19:03:29.911058, None
DMM, 2024-05-02 19:03:29.911058, 1083642.26
LoadCell, 2024-05-02 19:03:29.930544, None
DMM, 2024-05-02 19:03:29.930544, 1087416.85
LoadCell, 2024-05-02 19:03:29.950661, None
DMM, 2024-05-02 19:03:29.950661, 1088196.35
LoadCell, 2024-05-02 19:03:29.973395, None
DMM, 2024-05-02 19:03:29.973395, 1084040.09
LoadCell, 2024-05-02 19:03:29.990822, 0.00099
DMM, 2024-05-02 19:03:29.990822, 1082664.27
LoadCell, 2024-05-02 19:03:30.011175, None
DMM, 2024-05-02 19:03:30.011175, 1084549.32
LoadCell, 2024-05-02 19:03:30.030910, None
DMM, 2024-05-02 19:03:30.030910, 1083415.34
LoadCell, 2024-05-02 19:03:30.050480, None
DMM, 2024-05-02 19:03:30.050480, 1083856.77
LoadCell, 2024-05-02 19:03:30.071860, None
DMM, 2024-05-02 19:03:30.071860, 1084491.87
LoadCell, 2024-05-02 19:03:30.092701, 0.00102
DMM, 2024-05-02 19:03:30.092701, 1081779.91
LoadCell, 2024-05-02 19:03:30.110438, None
DMM, 2024-05-02 19:03:30.110438, 1081338.5
LoadCell, 2024-05-02 19:03:30.130468, None
DMM, 2024-05-02 19:03:30.130468, 1080694.19
LoadCell, 2024-05-02 19:03:30.150481, None
DMM, 2024-05-02 19:03:30.150481, 1077930.43
LoadCell, 2024-05-02 19:03:30.171223, None
DMM, 2024-05-02 19:03:30.171223, 1079366.81
LoadCell, 2024-05-02 19:03:30.193478, 0.00109
DMM, 2024-05-02 19:03:30.193478, 1079066.35
LoadCell, 2024-05-02 19:03:30.210245, None
DMM, 2024-05-02 19:03:30.210245, 1080109.33
LoadCell, 2024-05-02 19:03:30.230782, None
DMM, 2024-05-02 19:03:30.230782, 1080331.85
LoadCell, 2024-05-02 19:03:30.251198, None
DMM, 2024-05-02 19:03:30.251198, 1080360.37
LoadCell, 2024-05-02 19:03:30.270545, None
DMM, 2024-05-02 19:03:30.270545, 1084191.72
LoadCell, 2024-05-02 19:03:30.292968, 0.001
DMM, 2024-05-02 19:03:30.292968, 1081169.81
LoadCell, 2024-05-02 19:03:30.311907, None
DMM, 2024-05-02 19:03:30.311907, 1082719.11
LoadCell, 2024-05-02 19:03:30.330612, None
DMM, 2024-05-02 19:03:30.330612, 1079572.9
LoadCell, 2024-05-02 19:03:30.351067, None
DMM, 2024-05-02 19:03:30.351067, 1075914.33
LoadCell, 2024-05-02 19:03:30.371102, None
DMM, 2024-05-02 19:03:30.371102, 1078735.72
LoadCell, 2024-05-02 19:03:30.391726, 0.00096
DMM, 2024-05-02 19:03:30.391726, 1077428.11
LoadCell, 2024-05-02 19:03:30.413034, None
DMM, 2024-05-02 19:03:30.413034, 1076039.82
LoadCell, 2024-05-02 19:03:30.430974, None
DMM, 2024-05-02 19:03:30.430974, 1077824.12
LoadCell, 2024-05-02 19:03:30.451005, None
DMM, 2024-05-02 19:03:30.451005, 1077263.65
LoadCell, 2024-05-02 19:03:30.470223, None
DMM, 2024-05-02 19:03:30.470223, 1078211.75
LoadCell, 2024-05-02 19:03:30.490795, 0.00101
DMM, 2024-05-02 19:03:30.490795, 1077370.92
LoadCell, 2024-05-02 19:03:30.512445, None
DMM, 2024-05-02 19:03:30.512445, 1078951.67
LoadCell, 2024-05-02 19:03:30.531525, None
DMM, 2024-05-02 19:03:30.531525, 1078972.85
LoadCell, 2024-05-02 19:03:30.550474, None
DMM, 2024-05-02 19:03:30.550474, 1075598.6
LoadCell, 2024-05-02 19:03:30.571244, None
DMM, 2024-05-02 19:03:30.571244, 1073453.0
LoadCell, 2024-05-02 19:03:30.591436, 0.00102
DMM, 2024-05-02 19:03:30.591436, 1067380.8
LoadCell, 2024-05-02 19:03:30.610819, None
DMM, 2024-05-02 19:03:30.610819, 1066742.6
LoadCell, 2024-05-02 19:03:30.632579, None
DMM, 2024-05-02 19:03:30.632579, 1067711.13
LoadCell, 2024-05-02 19:03:30.651233, None
DMM, 2024-05-02 19:03:30.651233, 1068402.03
LoadCell, 2024-05-02 19:03:30.670565, None
DMM, 2024-05-02 19:03:30.670565, 1071819.06
LoadCell, 2024-05-02 19:03:30.690793, 0.00096
DMM, 2024-05-02 19:03:30.690793, 1068341.77
LoadCell, 2024-05-02 19:03:30.711310, None
DMM, 2024-05-02 19:03:30.711310, 1069061.45
LoadCell, 2024-05-02 19:03:30.732844, None
DMM, 2024-05-02 19:03:30.732844, 1072231.6
LoadCell, 2024-05-02 19:03:30.751644, None
DMM, 2024-05-02 19:03:30.751644, 1071241.5
LoadCell, 2024-05-02 19:03:30.771604, None
DMM, 2024-05-02 19:03:30.771604, 1072796.98
LoadCell, 2024-05-02 19:03:30.791503, 0.00112
DMM, 2024-05-02 19:03:30.791503, 1075739.24
LoadCell, 2024-05-02 19:03:30.810618, None
DMM, 2024-05-02 19:03:30.810618, 1099517.93
LoadCell, 2024-05-02 19:03:30.831439, None
DMM, 2024-05-02 19:03:30.831439, 1151477.94
LoadCell, 2024-05-02 19:03:30.852242, None
DMM, 2024-05-02 19:03:30.852242, 1160644.23
LoadCell, 2024-05-02 19:03:30.870371, None
DMM, 2024-05-02 19:03:30.870371, 1160678.59
LoadCell, 2024-05-02 19:03:30.891768, 0.00106
DMM, 2024-05-02 19:03:30.891768, 1155733.54
LoadCell, 2024-05-02 19:03:30.910930, None
DMM, 2024-05-02 19:03:30.910930, 1162092.92
LoadCell, 2024-05-02 19:03:30.931087, None
DMM, 2024-05-02 19:03:30.931087, 1166446.39
LoadCell, 2024-05-02 19:03:30.952873, None
DMM, 2024-05-02 19:03:30.952873, 1170124.5
LoadCell, 2024-05-02 19:03:30.971942, None
DMM, 2024-05-02 19:03:30.971942, 1168827.01
LoadCell, 2024-05-02 19:03:30.991611, 0.00108
DMM, 2024-05-02 19:03:30.991611, 1166422.68
LoadCell, 2024-05-02 19:03:31.010431, None
DMM, 2024-05-02 19:03:31.010431, 1169390.05
LoadCell, 2024-05-02 19:03:31.030473, None
DMM, 2024-05-02 19:03:31.030473, 1165690.16
LoadCell, 2024-05-02 19:03:31.051291, None
DMM, 2024-05-02 19:03:31.051291, 1157193.51
LoadCell, 2024-05-02 19:03:31.073352, None
DMM, 2024-05-02 19:03:31.073352, 1152795.27
LoadCell, 2024-05-02 19:03:31.090273, 0.00095
DMM, 2024-05-02 19:03:31.090273, 1147957.98
LoadCell, 2024-05-02 19:03:31.111069, None
DMM, 2024-05-02 19:03:31.111069, 1145821.27
LoadCell, 2024-05-02 19:03:31.131110, None
DMM, 2024-05-02 19:03:31.131110, 1141864.28
LoadCell, 2024-05-02 19:03:31.151018, None
DMM, 2024-05-02 19:03:31.151018, 1130335.23
LoadCell, 2024-05-02 19:03:31.173585, None
DMM, 2024-05-02 19:03:31.173585, 1096720.63
LoadCell, 2024-05-02 19:03:31.191827, 0.00094
DMM, 2024-05-02 19:03:31.191827, 1082216.77
LoadCell, 2024-05-02 19:03:31.210465, None
DMM, 2024-05-02 19:03:31.210465, 1076734.43
LoadCell, 2024-05-02 19:03:31.231512, None
DMM, 2024-05-02 19:03:31.231512, 1098737.16
LoadCell, 2024-05-02 19:03:31.250965, None
DMM, 2024-05-02 19:03:31.250965, 1054754.63
LoadCell, 2024-05-02 19:03:31.271466, None
DMM, 2024-05-02 19:03:31.271466, 935765.418
LoadCell, 2024-05-02 19:03:31.293556, 0.00102
DMM, 2024-05-02 19:03:31.293556, 921933.285
LoadCell, 2024-05-02 19:03:31.311124, None
DMM, 2024-05-02 19:03:31.311124, 952320.282
LoadCell, 2024-05-02 19:03:31.331464, None
DMM, 2024-05-02 19:03:31.331464, 914961.257
LoadCell, 2024-05-02 19:03:31.350371, None
DMM, 2024-05-02 19:03:31.350371, 793097.451
LoadCell, 2024-05-02 19:03:31.371004, None
DMM, 2024-05-02 19:03:31.371004, 762621.245
LoadCell, 2024-05-02 19:03:31.392948, 0.00106
DMM, 2024-05-02 19:03:31.392948, 800428.426
LoadCell, 2024-05-02 19:03:31.410577, None
DMM, 2024-05-02 19:03:31.410577, 834577.214
LoadCell, 2024-05-02 19:03:31.430390, None
DMM, 2024-05-02 19:03:31.430390, 920143.168
LoadCell, 2024-05-02 19:03:31.451326, None
DMM, 2024-05-02 19:03:31.451326, 948091.494
LoadCell, 2024-05-02 19:03:31.471391, None
DMM, 2024-05-02 19:03:31.471391, 950652.111
LoadCell, 2024-05-02 19:03:31.490737, 0.00107
DMM, 2024-05-02 19:03:31.490737, 1069658.09
LoadCell, 2024-05-02 19:03:31.513079, None
DMM, 2024-05-02 19:03:31.513079, 844586.734
LoadCell, 2024-05-02 19:03:31.530413, None
DMM, 2024-05-02 19:03:31.530413, 463018.05
LoadCell, 2024-05-02 19:03:31.550758, None
DMM, 2024-05-02 19:03:31.550758, 411034.01
LoadCell, 2024-05-02 19:03:31.571357, None
DMM, 2024-05-02 19:03:31.571357, 400616.081
LoadCell, 2024-05-02 19:03:31.590715, 0.00119
DMM, 2024-05-02 19:03:31.590715, 370878.292
LoadCell, 2024-05-02 19:03:31.612816, None
DMM, 2024-05-02 19:03:31.612816, 327772.659
LoadCell, 2024-05-02 19:03:31.630663, None
DMM, 2024-05-02 19:03:31.630663, 289048.331
LoadCell, 2024-05-02 19:03:31.650864, None
DMM, 2024-05-02 19:03:31.650864, 279344.833
LoadCell, 2024-05-02 19:03:31.671420, None
DMM, 2024-05-02 19:03:31.671420, 280118.693
LoadCell, 2024-05-02 19:03:31.691693, 0.00108
DMM, 2024-05-02 19:03:31.691693, 280200.982
LoadCell, 2024-05-02 19:03:31.711431, None
DMM, 2024-05-02 19:03:31.711431, 278187.621
LoadCell, 2024-05-02 19:03:31.733045, None
DMM, 2024-05-02 19:03:31.733045, 273817.649
LoadCell, 2024-05-02 19:03:31.750703, None
DMM, 2024-05-02 19:03:31.750703, 267469.952
LoadCell, 2024-05-02 19:03:31.771170, None
DMM, 2024-05-02 19:03:31.771170, 263603.255
LoadCell, 2024-05-02 19:03:31.792208, 0.00098
DMM, 2024-05-02 19:03:31.792208, 254469.286
LoadCell, 2024-05-02 19:03:31.810448, None
DMM, 2024-05-02 19:03:31.810448, 247540.982
LoadCell, 2024-05-02 19:03:31.833063, None
DMM, 2024-05-02 19:03:31.833063, 242650.69
LoadCell, 2024-05-02 19:03:31.851762, None
DMM, 2024-05-02 19:03:31.851762, 240356.962
LoadCell, 2024-05-02 19:03:31.870432, None
DMM, 2024-05-02 19:03:31.870432, 238661.409
LoadCell, 2024-05-02 19:03:31.890777, 0.00106
DMM, 2024-05-02 19:03:31.890777, 235025.618
LoadCell, 2024-05-02 19:03:31.910405, None
DMM, 2024-05-02 19:03:31.910405, 233601.921
LoadCell, 2024-05-02 19:03:31.931036, None
DMM, 2024-05-02 19:03:31.931036, 232015.371
LoadCell, 2024-05-02 19:03:31.952474, None
DMM, 2024-05-02 19:03:31.952474, 228797.752
LoadCell, 2024-05-02 19:03:31.970348, None
DMM, 2024-05-02 19:03:31.970348, 226585.873
LoadCell, 2024-05-02 19:03:31.991676, 0.00098
DMM, 2024-05-02 19:03:31.991676, 224973.336
LoadCell, 2024-05-02 19:03:32.011456, None
DMM, 2024-05-02 19:03:32.011456, 224342.658
LoadCell, 2024-05-02 19:03:32.030635, None
DMM, 2024-05-02 19:03:32.030635, 221184.048
LoadCell, 2024-05-02 19:03:32.052213, None
DMM, 2024-05-02 19:03:32.052213, 218210.699
LoadCell, 2024-05-02 19:03:32.070155, None
DMM, 2024-05-02 19:03:32.070155, 215648.491
LoadCell, 2024-05-02 19:03:32.091087, 0.00099
DMM, 2024-05-02 19:03:32.091087, 211242.898
LoadCell, 2024-05-02 19:03:32.110388, None
DMM, 2024-05-02 19:03:32.110388, 207197.187
LoadCell, 2024-05-02 19:03:32.130810, None
DMM, 2024-05-02 19:03:32.130810, 205051.432
LoadCell, 2024-05-02 19:03:32.151414, None
DMM, 2024-05-02 19:03:32.151414, 202922.518
LoadCell, 2024-05-02 19:03:32.173535, None
DMM, 2024-05-02 19:03:32.173535, 201360.045
LoadCell, 2024-05-02 19:03:32.192434, 0.0006
DMM, 2024-05-02 19:03:32.192434, 198810.568
LoadCell, 2024-05-02 19:03:32.210968, None
DMM, 2024-05-02 19:03:32.210968, 195822.037
LoadCell, 2024-05-02 19:03:32.230114, None
DMM, 2024-05-02 19:03:32.230114, 189349.176
LoadCell, 2024-05-02 19:03:32.251196, None
DMM, 2024-05-02 19:03:32.251196, 186743.43
LoadCell, 2024-05-02 19:03:32.271754, None
DMM, 2024-05-02 19:03:32.271754, 186466.639
LoadCell, 2024-05-02 19:03:32.291276, 0.00056
DMM, 2024-05-02 19:03:32.291276, 186886.484
LoadCell, 2024-05-02 19:03:32.311377, None
DMM, 2024-05-02 19:03:32.311377, 186538.887
LoadCell, 2024-05-02 19:03:32.331107, None
DMM, 2024-05-02 19:03:32.331107, 185693.206
LoadCell, 2024-05-02 19:03:32.351287, None
DMM, 2024-05-02 19:03:32.351287, 183609.505
LoadCell, 2024-05-02 19:03:32.370501, None
DMM, 2024-05-02 19:03:32.370501, 184037.989
LoadCell, 2024-05-02 19:03:32.393704, 0.00232
DMM, 2024-05-02 19:03:32.393704, 183155.622
LoadCell, 2024-05-02 19:03:32.410433, None
DMM, 2024-05-02 19:03:32.410433, 182690.965
LoadCell, 2024-05-02 19:03:32.431491, None
DMM, 2024-05-02 19:03:32.431491, 182330.382
LoadCell, 2024-05-02 19:03:32.449412, None
DMM, 2024-05-02 19:03:32.449412, 181339.302
LoadCell, 2024-05-02 19:03:32.471329, None
DMM, 2024-05-02 19:03:32.471329, 180840.292
LoadCell, 2024-05-02 19:03:32.490367, 0.00519
DMM, 2024-05-02 19:03:32.490367, 179534.283
LoadCell, 2024-05-02 19:03:32.511566, None
DMM, 2024-05-02 19:03:32.511566, 178958.626
LoadCell, 2024-05-02 19:03:32.530606, None
DMM, 2024-05-02 19:03:32.530606, 176249.89
LoadCell, 2024-05-02 19:03:32.550397, None
DMM, 2024-05-02 19:03:32.550397, 174590.264
LoadCell, 2024-05-02 19:03:32.571334, None
DMM, 2024-05-02 19:03:32.571334, 174793.718
LoadCell, 2024-05-02 19:03:32.591554, 0.12544
DMM, 2024-05-02 19:03:32.591554, 173372.255
LoadCell, 2024-05-02 19:03:32.613248, None
DMM, 2024-05-02 19:03:32.613248, 171625.09
LoadCell, 2024-05-02 19:03:32.629806, None
DMM, 2024-05-02 19:03:32.629806, 167712.067
LoadCell, 2024-05-02 19:03:32.650307, None
DMM, 2024-05-02 19:03:32.650307, 162577.348
LoadCell, 2024-05-02 19:03:32.670303, None
DMM, 2024-05-02 19:03:32.670303, 160668.428
LoadCell, 2024-05-02 19:03:32.690461, 0.67434
DMM, 2024-05-02 19:03:32.690461, 159692.015
LoadCell, 2024-05-02 19:03:32.710437, None
DMM, 2024-05-02 19:03:32.710437, 159080.678
LoadCell, 2024-05-02 19:03:32.731326, None
DMM, 2024-05-02 19:03:32.731326, 157950.309
LoadCell, 2024-05-02 19:03:32.751360, None
DMM, 2024-05-02 19:03:32.751360, 157019.947
LoadCell, 2024-05-02 19:03:32.771510, None
DMM, 2024-05-02 19:03:32.771510, 156501.582
LoadCell, 2024-05-02 19:03:32.792804, 0.73298
DMM, 2024-05-02 19:03:32.792804, 156013.673
LoadCell, 2024-05-02 19:03:32.812041, None
DMM, 2024-05-02 19:03:32.812041, 155371.541
LoadCell, 2024-05-02 19:03:32.831136, None
DMM, 2024-05-02 19:03:32.831136, 154742.535
LoadCell, 2024-05-02 19:03:32.850229, None
DMM, 2024-05-02 19:03:32.850229, 153438.456
LoadCell, 2024-05-02 19:03:32.869614, None
DMM, 2024-05-02 19:03:32.869614, 152157.168
LoadCell, 2024-05-02 19:03:32.890359, 0.79702
DMM, 2024-05-02 19:03:32.890359, 150012.965
LoadCell, 2024-05-02 19:03:32.909365, None
DMM, 2024-05-02 19:03:32.909365, 149308.829
LoadCell, 2024-05-02 19:03:32.930274, None
DMM, 2024-05-02 19:03:32.930274, 147878.726
LoadCell, 2024-05-02 19:03:32.952638, None
DMM, 2024-05-02 19:03:32.952638, 145994.012
LoadCell, 2024-05-02 19:03:32.970189, None
DMM, 2024-05-02 19:03:32.970189, 144128.216
LoadCell, 2024-05-02 19:03:32.991737, 0.85646
DMM, 2024-05-02 19:03:32.991737, 142738.989
LoadCell, 2024-05-02 19:03:33.009675, None
DMM, 2024-05-02 19:03:33.009675, 142524.4
LoadCell, 2024-05-02 19:03:33.030621, None
DMM, 2024-05-02 19:03:33.030621, 141900.384
LoadCell, 2024-05-02 19:03:33.050543, None
DMM, 2024-05-02 19:03:33.050543, 140185.309
LoadCell, 2024-05-02 19:03:33.069475, None
DMM, 2024-05-02 19:03:33.069475, 138959.428
LoadCell, 2024-05-02 19:03:33.090418, 0.92648
DMM, 2024-05-02 19:03:33.090418, 137600.699
LoadCell, 2024-05-02 19:03:33.109347, None
DMM, 2024-05-02 19:03:33.109347, 136363.629
LoadCell, 2024-05-02 19:03:33.130472, None
DMM, 2024-05-02 19:03:33.130472, 134257.945
LoadCell, 2024-05-02 19:03:33.149402, None
DMM, 2024-05-02 19:03:33.149402, 132090.157
LoadCell, 2024-05-02 19:03:33.173628, None
DMM, 2024-05-02 19:03:33.173628, 130434.372
LoadCell, 2024-05-02 19:03:33.190065, 0.98578
DMM, 2024-05-02 19:03:33.190065, 130066.125
LoadCell, 2024-05-02 19:03:33.209505, None
DMM, 2024-05-02 19:03:33.209505, 130599.654
LoadCell, 2024-05-02 19:03:33.230283, None
DMM, 2024-05-02 19:03:33.230283, 130803.067
LoadCell, 2024-05-02 19:03:33.251248, None
DMM, 2024-05-02 19:03:33.251248, 130626.623
LoadCell, 2024-05-02 19:03:33.269704, None
DMM, 2024-05-02 19:03:33.269704, 130332.606
LoadCell, 2024-05-02 19:03:33.290348, 1.04738
DMM, 2024-05-02 19:03:33.290348, 128866.639
LoadCell, 2024-05-02 19:03:33.310278, None
DMM, 2024-05-02 19:03:33.310278, 128270.598
LoadCell, 2024-05-02 19:03:33.330040, None
DMM, 2024-05-02 19:03:33.330040, 128310.352
LoadCell, 2024-05-02 19:03:33.349284, None
DMM, 2024-05-02 19:03:33.349284, 127809.789
LoadCell, 2024-05-02 19:03:33.369227, None
DMM, 2024-05-02 19:03:33.369227, 127421.041
LoadCell, 2024-05-02 19:03:33.393721, 1.10261
DMM, 2024-05-02 19:03:33.393721, 126724.993
LoadCell, 2024-05-02 19:03:33.409888, None
DMM, 2024-05-02 19:03:33.409888, 125718.417
LoadCell, 2024-05-02 19:03:33.430068, None
DMM, 2024-05-02 19:03:33.430068, 124801.65
LoadCell, 2024-05-02 19:03:33.449490, None
DMM, 2024-05-02 19:03:33.449490, 123479.017
LoadCell, 2024-05-02 19:03:33.471484, None
DMM, 2024-05-02 19:03:33.471484, 121076.373
LoadCell, 2024-05-02 19:03:33.529629, 1.17762
DMM, 2024-05-02 19:03:33.529629, 120449.995
LoadCell, 2024-05-02 19:03:33.549562, None
DMM, 2024-05-02 19:03:33.549562, 120316.593
LoadCell, 2024-05-02 19:03:33.570408, None
DMM, 2024-05-02 19:03:33.570408, 120088.677
LoadCell, 2024-05-02 19:03:33.593129, None
DMM, 2024-05-02 19:03:33.593129, 119481.561
LoadCell, 2024-05-02 19:03:33.610205, None
DMM, 2024-05-02 19:03:33.610205, 115732.473
LoadCell, 2024-05-02 19:03:33.731665, 1.23687
DMM, 2024-05-02 19:03:33.731665, 114578.43
LoadCell, 2024-05-02 19:03:33.749611, None
DMM, 2024-05-02 19:03:33.749611, 113988.983
LoadCell, 2024-05-02 19:03:33.769249, None
DMM, 2024-05-02 19:03:33.769249, 113413.502
LoadCell, 2024-05-02 19:03:33.797917, None
DMM, 2024-05-02 19:03:33.797917, 112387.76
LoadCell, 2024-05-02 19:03:33.831520, None
DMM, 2024-05-02 19:03:33.831520, 110392.407
LoadCell, 2024-05-02 19:03:33.930206, 1.29734
DMM, 2024-05-02 19:03:33.930206, 110193.277
LoadCell, 2024-05-02 19:03:33.949948, None
DMM, 2024-05-02 19:03:33.949948, 109319.034
LoadCell, 2024-05-02 19:03:33.970877, None
DMM, 2024-05-02 19:03:33.970877, 108702.849
LoadCell, 2024-05-02 19:03:33.999455, None
DMM, 2024-05-02 19:03:33.999455, 107048.916
LoadCell, 2024-05-02 19:03:34.031414, None
DMM, 2024-05-02 19:03:34.031414, 101153.682
LoadCell, 2024-05-02 19:03:34.131277, 1.36213
DMM, 2024-05-02 19:03:34.131277, 100624.463
LoadCell, 2024-05-02 19:03:34.150016, None
DMM, 2024-05-02 19:03:34.150016, 100012.775
LoadCell, 2024-05-02 19:03:34.170201, None
DMM, 2024-05-02 19:03:34.170201, 99854.811
LoadCell, 2024-05-02 19:03:34.198818, None
DMM, 2024-05-02 19:03:34.198818, 99794.9001
LoadCell, 2024-05-02 19:03:34.231002, None
DMM, 2024-05-02 19:03:34.231002, 94537.7438
LoadCell, 2024-05-02 19:03:34.332329, 1.42168
DMM, 2024-05-02 19:03:34.332329, 94388.6716
LoadCell, 2024-05-02 19:03:34.349411, None
DMM, 2024-05-02 19:03:34.349411, 94036.2994
LoadCell, 2024-05-02 19:03:34.369439, None
DMM, 2024-05-02 19:03:34.369439, 93543.4171
LoadCell, 2024-05-02 19:03:34.389523, None
DMM, 2024-05-02 19:03:34.389523, 92220.4235
LoadCell, 2024-05-02 19:03:34.414115, None
DMM, 2024-05-02 19:03:34.414115, 89133.5845
LoadCell, 2024-05-02 19:03:34.532535, 1.48558
DMM, 2024-05-02 19:03:34.532535, 87916.2236
