Load (lbf),Resistance (Ohms)
1.13745,103931.823
1.14404,103478.663
1.14943,102921.025
1.15358,99840.1023
1.15911,99300.9625
1.16328,99095.9158
1.16974,98535.8062
1.17549,98273.2777
1.1826,97937.4334
1.1846,97472.6392
1.19172,96652.5974
1.19777,95152.6706
1.20375,95683.983
1.20741,93713.3217
1.21381,92155.0246
1.22309,91439.1091
1.22803,91112.0931
1.23362,91204.0936
1.23863,90952.7199
1.24258,90818.5277
1.24744,90152.278
1.25072,89528.0943
1.25498,88847.5008
1.26145,88431.9656
1.26683,87577.0151
1.27302,87109.7131
1.27897,84269.8397
1.28266,83526.4026
1.28757,83639.493
1.29433,83339.0938
1.29919,82955.7686
1.30789,81081.154
1.31626,80481.6704
1.32313,79885.253
1.32858,79244.6561
1.33279,78468.3537
1.33823,78188.7462
1.34488,77422.8421
1.34984,76688.2125
1.35732,75587.0895
1.36244,74999.2094
1.36781,74448.745
1.37225,72983.7426
1.37582,72092.7634
1.38052,71727.084
1.38768,70615.4028
1.39372,69563.0497
1.40662,68567.4517
1.415,67299.6791
1.42094,67278.6606
1.42446,67108.9511
1.42758,66880.3078
1.43043,66150.3485
1.43294,65877.8022
1.43899,64494.6643
1.44568,64311.0346
1.45248,63544.2783
1.45872,63111.741
1.46527,62458.8829
1.46909,62471.966
1.47513,61734.4879
1.4807,61327.9627
1.48572,60259.0687
1.49158,60400.6759
1.49682,59536.5317
1.50465,59230.4165
1.51084,59233.3085
1.51516,58768.0053
1.52087,58116.8911
1.52527,57299.1953
1.53551,56990.2277
1.54024,56885.7608
1.54658,56636.2399
1.54945,56301.3448
1.55396,56345.3726
1.55873,55851.1534
1.56374,55650.3424
1.56648,55425.2327
1.57427,55312.6682
1.5822,55025.6557
1.58616,54547.4114
1.59106,53208.6554
1.59884,53018.2955
1.60477,52024.6358
1.61678,51288.7128
1.63951,51230.763
1.64494,51024.8674
1.6457,50641.2081
1.64652,50088.1492
1.64762,49812.4149
1.64967,49476.3714
1.65015,49445.0648
1.65101,49283.5731
1.65215,49175.1566
1.65446,49214.365
1.65947,49108.3543
1.66153,48698.2334
1.66346,48692.6213
1.66887,47867.8805
1.67268,47376.7289
1.68166,46894.6554
1.69167,46454.9496
1.69898,46143.5969
1.70301,45993.7234
1.70891,45812.1683
1.71148,45047.3923
1.71609,44624.6203
1.72068,44620.3972
1.72316,44480.6278
1.72882,44383.9681
1.73253,43839.5288
1.73612,43482.5346
1.74155,43100.2888
1.74521,43055.8442
1.75196,42719.2045
1.76072,42630.3186
1.76806,42635.8872
1.7734,42459.2209
1.77785,41809.5957
1.78563,41647.5339
1.79062,41587.1208
1.79501,41216.1037
1.79989,40696.0751
1.80906,40222.7675
1.81559,39701.4548
1.82145,39518.8764
1.82929,39364.4169
1.83355,38931.7121
1.84149,38620.9031
1.84832,38490.8614
1.85558,38311.3715
1.86184,38399.6506
1.86461,38140.412
1.86976,38139.1534
1.8746,37772.0024
1.87903,37644.2545
1.88557,37320.0404
1.89057,37098.6792
1.89689,37026.854
1.9003,36888.8757
1.90893,36281.3262
1.91876,36433.7061
1.92366,35942.2179
1.93081,36061.3942
1.93453,35908.6858
1.93849,35969.2212
1.94293,36088.7109
1.94532,35760.051
1.94896,35786.8658
1.95586,35655.5201
1.95929,35147.8813
1.96457,35050.3003
1.97203,34925.4965
1.97734,34797.3161
1.98164,34677.0045
1.98532,34387.6756
1.99195,34385.4926
1.997,34242.3378
2.00498,34086.0699
2.0102,34296.8838
2.01829,34184.0267
2.03158,33817.3222
2.03918,33604.297
2.04511,33315.3501
2.05103,33234.8259
2.05707,32754.1179
2.06166,32720.9213
2.07016,32464.3009
2.0738,32059.1819
2.07876,31946.4129
2.08324,31820.3052
2.08958,31751.3431
2.09373,31749.9687
2.09793,31376.2961
2.10648,31521.9377
2.11114,30633.1099
2.11866,30422.5925
2.12184,30377.5252
2.12622,30098.3504
2.13246,30180.1257
2.13629,30086.6133
2.14379,29890.3761
2.15004,29812.9699
2.1567,29607.5709
2.16205,29418.4261
2.16852,29253.39
2.17038,29165.3697
2.17344,28943.9436
2.18036,28812.8769
2.1867,28768.4381
2.192,28793.9806
2.19582,28615.9432
2.201,28497.8375
2.20818,28099.6705
2.21417,28123.4553
2.22236,27828.2743
2.22787,27696.8546
2.23604,27422.8963
2.24299,27467.4314
2.24806,27237.3573
2.25138,27093.711
2.25671,27082.5933
2.26166,27073.2265
2.26657,26741.1843
2.27336,26510.149
2.27755,26415.8448
2.28498,26314.873
2.28984,26340.0548
2.29497,26295.8476
2.30148,26159.551
2.30638,25793.1262
2.31348,25784.7365
2.31693,25686.4156
2.32205,25554.9961
2.33035,25522.9829
2.3347,25585.5439
2.34244,25361.3863
2.34695,25180.1415
2.35243,25322.8141
2.35526,25024.7339
2.35882,25058.9005
2.36353,24737.2299
2.36501,24720.3845
2.3721,24557.6845
2.38561,24518.9111
2.39629,24361.0582
2.4027,24428.4194
2.40945,24285.1175
2.41116,24117.2863
2.41454,24213.9401
2.42093,24125.4967
2.42285,23960.1529
2.42634,23882.2244
2.43181,23995.7064
2.43505,23902.5228
2.43971,23916.3339
2.44228,23725.1099
2.44957,23167.2436
2.46274,23042.6294
2.47017,22787.7833
2.48046,22532.0844
2.48889,22659.9662
2.49529,22577.8487
2.50474,22423.4358
2.50874,22228.5538
2.5148,22302.4468
2.51963,22164.4793
2.52188,21998.4898
2.52605,21917.2047
2.53337,22022.136
2.5374,21739.9991
2.5442,21675.7297
2.54967,21513.4198
2.55612,21300.6401
2.56332,21259.0595
2.5674,21138.1847
2.57334,20910.7162
2.57657,20840.8604
2.5787,20755.4313
2.581,20726.9684
2.58316,20541.0652
2.591,20368.5428
2.59978,20262.8537
2.60786,20269.075
2.61472,20183.0062
2.62164,19961.0117
2.62715,19885.1978
2.63312,19770.8231
2.63767,19819.1663
2.64283,19800.6427
2.648,19601.8446
2.6493,19646.0009
2.65196,19509.6621
2.65976,19532.9492
2.66625,19299.7205
2.67849,19320.1223
2.68461,19179.797
2.69363,18968.1421
2.69749,19077.0105
2.70274,19032.3629
2.70765,19037.4267
2.70998,18787.914
2.71384,18745.2629
2.72224,18711.8974
2.72588,18378.8652
2.73237,18400.2054
2.74114,18237.4226
2.7473,18221.3261
2.75233,18158.9991
2.75347,18108.1227
2.7573,17945.9623
2.76909,18051.3481
2.77373,17751.3065
2.7809,17753.5101
2.78444,17535.0537
2.78945,17540.7171
2.79842,17474.2226
2.80362,17275.6473
2.80964,17139.442
2.81417,17158.8949
2.81675,17041.9724
2.82028,17101.5972
2.82729,17039.5881
2.8293,16890.8679
2.83389,16747.4366
2.84155,16782.3726
2.84605,16612.8801
2.85226,16534.1055
2.85846,16470.7035
2.86382,16454.3464
2.87153,16166.6693
2.87794,16327.0778
2.88476,16166.2115
2.89083,16090.5689
2.89372,16259.6258
2.8973,16220.2825
2.90514,16125.8882
2.90934,15794.6908
2.91589,15941.358
2.92295,15702.7296
2.92652,15754.2303
2.93326,15652.4617
2.93891,15649.963
2.9433,15512.0053
2.95067,15414.2053
2.95583,15394.5233
2.96243,15376.2118
2.97024,15199.7323
2.97428,15229.678
2.97789,15264.172
2.98348,15200.827
2.98713,15049.0694
2.98977,15027.7439
2.99347,15070.6103
3.00101,14878.2677
3.00864,14882.4527
3.0205,14605.674
3.02527,14579.0716
3.03026,14549.5385
3.03638,14384.8884
3.03992,14267.0795
3.04538,14305.5592
3.05057,14354.4084
3.0561,14220.9307
3.06684,14115.2434
3.07374,14132.0433
3.08536,14079.4439
3.08836,14030.8721
3.09238,14003.8231
3.09887,13883.1218
3.10689,13796.3907
3.11184,13720.9232
3.11548,13793.8986
3.11811,13712.1865
3.1204,13655.6885
3.1259,13604.1784
3.13312,13553.3264
3.13622,13596.8689
3.14441,13599.7924
3.14976,13502.0931
3.15196,13429.3725
3.15646,13370.9727
3.16272,13287.8592
3.16523,13328.6283
3.1703,13228.1369
3.18141,13193.3356
3.18645,13149.6473
3.19621,13198.4609
3.20387,12987.714
3.20756,13018.2409
3.2139,13024.2617
3.21544,12903.5716
3.22045,12954.4099
3.22559,12862.5279
3.2303,12940.7129
3.23384,12712.2986
3.2423,12783.2629
3.25226,12594.4299
3.25566,12665.2703
3.25998,12636.8779
3.26672,12595.988
3.27025,12633.6033
3.2797,12502.2718
3.28539,12481.6955
3.29135,12355.3367
3.29811,12525.8046
3.30226,12270.5965
3.30999,12238.801
3.31859,12188.5558
3.32595,12070.6971
3.33333,12098.8172
3.33676,12105.2447
3.34147,12057.9554
3.34757,11908.4175
3.35045,11959.4732
3.35621,11976.1084
3.36513,12046.3838
3.3693,11953.8566
3.37378,11889.4246
3.37837,11773.2766
3.38645,11835.2727
3.39309,11730.7107
3.39893,11745.3463
3.40041,11772.475
3.40555,11641.2763
3.41201,11666.9113
3.41596,11643.1302
3.42106,11517.3017
3.432,11550.3865
3.43799,11558.0514
3.44854,11523.8868
3.4559,11567.7823
3.46299,11495.7599
3.46937,11364.1863
3.47402,11357.3918
3.47837,11254.3796
3.48163,11301.5942
3.48382,11323.5471
3.48646,11249.5253
3.49041,11278.8593
3.49776,11242.3277
3.50263,11220.7465
3.50651,11110.7956
3.51202,11123.1756
3.51736,11116.3199
3.51942,11035.5485
3.52409,11010.213
3.53135,10969.5417
3.53645,11066.9095
3.54017,10981.4927
3.54774,10806.3017
3.55287,10827.914
3.55859,10952.4503
3.56309,10954.0604
3.57014,10810.8932
3.57413,10806.0715
3.58246,10914.351
3.58932,10699.8191
3.59572,10550.9327
3.60718,10519.0768
3.62012,10596.3729
3.64377,10534.5676
3.65186,10445.1646
3.66116,10390.0273
3.66581,10377.9678
3.6684,10381.7217
3.67131,10349.1326
3.67467,10206.2711
3.67609,10193.5185
3.67661,10279.6937
3.67732,10246.1495
3.67899,10279.8613
3.68079,10271.7421
3.68286,10078.6628
3.68603,10245.3674
3.68798,10151.4714
3.68851,10111.8037
3.68919,10154.5916
3.68991,10300.6312
3.69047,10227.071
3.69165,10170.2164
3.69369,10265.5382
3.6959,10185.7754
3.70043,10107.29
3.70362,10172.7179
3.70617,10042.3569
3.70893,9981.25459
3.71203,9930.94414
3.71593,9922.45877
3.72268,9966.79969
3.73129,9957.38052
3.74148,9861.52518
3.75067,9779.27868
3.75779,9791.99136
3.76304,9808.62049
3.77077,9739.87246
3.77658,9729.70054
3.77951,9663.34787
3.7838,9630.30384
3.78997,9624.09585
3.79464,9549.24985
3.8002,9410.13807
3.8091,9472.71022
3.81644,9606.12406
3.82307,9547.97929
3.83117,9528.27548
3.83674,9305.24655
3.84996,9454.09032
3.85589,9226.12856
3.86329,9345.69347
3.87014,9256.59894
3.8734,9275.6256
3.87686,9291.81546
3.88403,9344.59025
3.88726,9108.98494
3.8935,9047.14837
3.8964,9146.33195
3.89849,9165.95002
3.89982,9175.12628
3.90172,9113.80335
3.90431,9118.3153
3.90836,9047.36448
3.91541,9053.56524
3.92319,8942.81923
3.93149,9106.62814
3.93837,8860.51418
3.94076,9069.93247
3.94578,8969.15613
3.9548,8814.10479
3.95932,8824.25258
3.9645,8782.67492
3.9705,8823.41139
3.97415,8758.85885
3.97799,8724.28596
3.98256,8751.94869
3.98962,8611.04564
3.99496,8749.82264
4.00037,8596.26653
4.00577,8532.44865
4.01117,8502.20204
4.0219,8553.0581
4.03114,8435.2536
4.0365,8583.797
4.04195,8527.12551
4.04634,8449.99562
4.05174,8387.05607
4.05798,8617.47739
4.06352,8509.7184
4.06688,8343.54388
4.07249,8399.7141
4.08088,8395.48711
4.08646,8393.10157
4.09218,8377.31983
4.09913,8399.04769
4.10196,8255.4229
4.10738,8302.34118
4.11822,8372.3642
4.1238,8168.89369
4.12996,8239.99087
4.13638,8314.87564
4.13862,8201.71296
4.14262,8277.27449
4.14867,8174.08816
4.15154,8143.26101
4.15243,8114.4934
4.15369,8088.14932
4.15657,8196.68009
4.15973,8202.83419
4.16417,8291.4409
4.16855,8117.75486
4.1709,8196.88124
4.17678,8073.47852
4.18765,8125.80602
4.18885,8104.53376
4.18971,8054.06761
4.19211,8091.69878
4.19811,7954.15018
4.20567,7893.08567
4.21965,7877.48711
4.23105,7986.45125
4.24201,7930.99312
4.25118,7873.71917
4.2597,7832.38628
4.26618,7847.1814
4.27008,7686.28301
4.27307,7760.29483
4.27441,7773.81223
4.27902,7666.86822
4.28449,7640.48463
4.31236,7514.53749
4.3254,7509.33104
4.33341,7647.37771
4.34212,7544.13689
4.34847,7551.11999
4.35609,7544.39097
4.35983,7555.43945
4.36226,7524.85736
4.36705,7362.77397
4.37258,7625.00979
4.37514,7540.12672
4.37605,7567.79172
4.37644,7451.64245
4.37841,7424.2304
4.38344,7424.78725
4.38923,7496.96794
4.3909,7437.57939
4.39235,7400.65059
4.39423,7361.24634
4.39848,7377.19962
4.40563,7445.34236
4.41187,7249.3363
4.42019,7338.67609
4.42803,7361.46641
4.43335,7348.06097
4.44056,7366.69555
4.44748,7320.99386
4.45209,7336.10493
4.4605,7297.49997
4.46651,7314.33502
4.47018,7245.78112
4.47571,7327.53651
4.48275,7186.53082
4.48663,7195.67891
4.49315,7149.59236
4.50197,7036.95738
4.50676,6965.68453
4.51098,7197.62778
4.51537,7011.9377
4.52054,7107.22328
4.52324,7122.98746
4.52815,7059.996
4.53482,7050.97205
4.5394,6934.68284
4.54227,7029.43449
4.54946,6926.74307
4.55513,6936.95679
4.56112,7106.14319
4.566,6872.4382
4.57126,6870.95666
4.57802,6812.5345
4.58265,6948.86504
4.58868,6856.27307
4.59605,6925.08962
4.59842,6896.53769
4.6028,6704.6063
4.60902,6857.38734
4.6152,6580.88219
4.61701,6656.42838
4.62229,6738.57832
4.63501,6610.55662
4.64002,6710.45581
4.64978,6828.67039
4.6563,6700.0746
4.66279,6567.2211
4.67083,6623.8782
4.67881,6645.5623
4.68547,6575.31386
4.69341,6648.23741
4.69668,6470.87531
4.70014,6661.26793
4.70517,6578.07691
4.71095,6536.23358
4.71327,6553.21907
4.71783,6446.50432
4.72573,6510.0747
4.73237,6577.27033
4.7393,6630.5582
4.7466,6684.34718
4.75424,6575.16042
4.75871,6503.23795
4.7624,6457.02817
4.76651,6453.46012
4.7689,6550.58371
4.77299,6358.47592
4.77846,6506.81661
4.78386,6428.42312
4.7871,6446.545
4.79023,6218.65233
4.79501,6290.05907
4.80128,6223.00276
4.80716,6283.33728
4.81348,6271.03536
4.81929,6335.67755
4.82381,6331.77923
4.82648,6373.30343
4.82881,6337.10064
4.83187,6377.58858
4.83863,6558.77744
4.84372,6232.11311
4.85197,6309.97513
4.86039,6343.61296
4.865,6255.34843
4.87043,6306.06174
4.8751,6147.61073
4.87974,6299.98745
4.88499,6219.94006
4.89363,6203.7218
4.9016,6243.86878
4.90792,6096.26299
4.9137,6094.97061
4.91964,6171.5205
4.92278,6122.33516
4.92858,6011.35495
4.93713,6144.23132
4.94002,6050.48523
4.94458,6067.12745
4.9544,5843.57797
4.96134,6020.15139
4.96667,6035.5147
4.97378,6027.78591
4.97789,6190.87761
4.97819,5946.65247
4.98015,6143.74445
4.98383,5921.11722
4.98896,6061.25819
4.99397,6044.212
5.00033,6037.55797
5.0087,5922.91041
5.01578,5972.62042
5.02268,5918.53164
5.03726,5906.12428
5.04513,5877.38807
5.05668,5836.05597
5.06283,5924.26001
5.07183,5860.19527
5.07977,5887.29855
5.08612,5927.52508
5.09462,5761.88149
5.0995,5876.14579
5.10411,5877.84556
5.11059,5796.36016
5.11728,5770.39244
5.12485,5837.61861
5.13379,5727.96764
5.13872,5856.03928
5.1438,5605.67084
5.14881,5692.12031
5.15461,5609.93596
5.15629,5688.83369
5.15728,5620.5519
5.16163,5794.57135
5.1678,5763.96863
5.17254,5763.45939
5.17552,5547.27234
5.18011,5647.71168
5.18791,5551.72973
5.19189,5664.12154
5.19503,5540.4322
5.19935,5636.7794
5.20477,5664.8875
5.20831,5535.7233
5.20984,5459.16165
5.21323,5572.53768
5.22043,5613.41078
5.22901,5504.61353
5.23416,5534.54923
5.24026,5677.22739
5.2488,5607.41582
5.25348,5578.76922
5.25968,5528.63127
5.27092,5567.49993
5.28133,5506.96177
5.29285,5421.41887
5.30059,5481.43105
5.31126,5421.44367
5.31368,5500.56056
5.31736,5426.72762
5.32296,5496.59884
5.32873,5267.72468
5.33076,5374.86069
5.33334,5490.29397
5.33719,5413.86304
5.34099,5390.31511
5.34533,5409.83943
5.3473,5463.47163
5.35005,5436.84047
5.35475,5363.24538
5.3635,5281.51474
5.36716,5365.78138
5.37183,5326.87267
5.37794,5284.389
5.38601,5347.85958
5.38945,5287.45102
5.39377,5344.94177
5.39908,5401.53556
5.40458,5403.08075
5.40858,5357.12335
5.41318,5280.82808
5.41844,5245.1448
5.42318,5372.103
5.42698,5232.70063
5.43097,5173.49501
5.43724,5236.62934
5.44297,5247.78071
5.44709,5286.98752
5.45318,5268.94405
5.46069,5326.3829
5.46386,5251.71584
5.46845,5230.81488
5.47338,5336.58575
5.47825,5152.51825
5.48225,5163.84294
5.48663,5298.10928
5.49266,5091.30576
5.50083,5056.54338
5.50487,5245.65707
5.50914,5206.46002
5.51493,5162.60823
5.52271,5157.82482
5.52794,5181.15266
5.53634,5161.66106
5.54475,5165.58946
5.5498,5106.77334
5.55596,5095.53445
5.56351,5047.76514
5.56615,5047.7006
5.56942,5123.85429
5.57248,5070.02163
5.57801,5073.03861
5.58114,5251.51804
5.58386,5166.11397
5.59006,4877.20761
5.59739,5011.86412
5.60229,5079.09464
5.60744,4954.24916
5.61362,5075.63467
5.61986,5109.12116
5.62362,4844.3092
5.62775,5020.69228
5.63334,4818.18705
5.64047,4910.9063
5.64557,4859.00424
5.65413,4973.14915
5.66579,4906.64635
5.67617,4890.09987
5.68747,4841.61449
5.69276,4914.79487
5.69749,4815.48439
5.70235,4893.51626
5.70456,4904.86831
5.7081,4749.32979
5.71231,4922.95376
5.71691,5019.06367
5.72231,4933.59562
5.72845,4999.77823
5.73614,4815.14054
5.74259,4909.82155
5.74528,4803.21007
5.75108,4954.62517
5.76206,4878.70908
5.76764,4781.97569
5.77607,4764.66641
5.7835,4798.94582
5.78738,4661.5501
5.79371,4827.59077
5.80225,4754.87805
5.80528,4728.16399
5.8104,4735.91162
5.82349,4668.90095
5.82726,4696.28032
5.83322,4691.58164
5.84119,4722.84479
5.845,4618.94127
5.8485,4610.26433
5.85806,4560.54734
5.86935,4658.70917
5.8763,4614.413
5.88339,4763.58792
5.88633,4533.3923
5.89339,4684.63025
5.90506,4393.08509
5.91169,4683.68771
5.91816,4672.24232
5.92283,4456.40263
5.92564,4725.06319
5.92722,4737.95786
5.92912,4673.78179
5.93278,4578.74904
5.93832,4478.66755
5.9436,4555.53348
5.9473,4457.0741
5.9532,4656.99001
5.96004,4533.34121
5.96485,4537.47797
5.96847,4573.23059
5.9742,4582.55606
5.98137,4593.30544
5.98593,4579.57505
5.98987,4591.58431
5.99556,4513.86888
6.00313,4499.29631
6.00591,4334.51025
6.01048,4496.18206
6.01732,4579.82488
6.02494,4453.22288
6.02983,4403.6478
6.03529,4382.0938
6.0434,4380.88021
6.04804,4472.33851
6.05378,4349.71192
6.06124,4505.22363
6.06739,4406.94402
6.07308,4367.85288
6.08089,4432.9242
6.08755,4240.07512
6.09228,4494.08609
6.09808,4349.28064
6.10456,4333.35722
6.10654,4343.20743
6.10957,4367.31701
6.11607,4508.28303
6.12211,4341.73828
6.12526,4360.81208
6.12902,4342.23209
6.13541,4325.35196
6.14206,4360.92398
6.14728,4354.91928
6.15249,4392.12165
6.16045,4317.22966
6.16687,4329.20387
6.17524,4367.23354
6.18263,4425.12442
6.18695,4225.80934
6.19283,4370.15397
6.19996,4278.60669
6.20672,4316.97287
6.20964,4322.44061
6.21337,4297.14649
6.21814,4399.90393
6.22288,4305.22574
6.22542,4204.34314
6.22762,4266.70964
6.23048,4324.82884
6.2335,4288.37587
6.23593,4245.52831
6.2384,4242.23287
6.24444,4252.50703
6.24963,4224.49796
6.25671,4326.41288
6.2658,4223.18089
6.27283,4171.00972
6.28107,4085.88638
6.28632,4167.74119
6.28993,4115.76918
6.3005,4081.71085
6.30986,4166.33761
6.31742,4245.05655
6.32608,4096.96438
6.3324,4077.22991
6.33816,4192.39423
6.34683,4220.49326
6.35271,4097.86848
6.35632,4018.96133
6.3734,4224.16438
6.38774,4043.57028
6.40226,4071.49732
6.41007,3971.95458
6.41868,3979.81255
6.42262,3958.62913
6.42714,3975.3282
6.43114,4055.80208
6.43515,4067.055
6.43819,4083.83229
6.44106,4121.21569
6.44513,3919.74572
6.44952,4067.2514
6.45201,4091.26615
6.45384,4095.40298
6.45634,4044.41854
6.45966,4061.09056
6.46525,4003.09751
6.47014,4029.69682
6.47265,4018.39686
6.47627,4080.99714
6.48155,4031.89187
6.48663,3992.63491
6.48979,3961.20135
6.49304,4014.35671
6.49744,3994.4721
6.50319,4107.2112
6.51152,3804.8387
6.51552,3942.65746
6.52126,3957.71924
6.52808,3970.456
6.53277,3909.02816
6.53736,3983.61099
6.54279,3915.9158
6.54745,4004.73213
6.55291,3931.06922
6.55734,3938.97787
6.5662,3843.09214
6.57471,3961.15106
6.57857,3880.96062
6.58818,3921.30043
6.59911,3867.96358
6.60801,3879.65665
6.61483,4054.37964
6.61721,3967.68683
6.6195,3871.55634
6.62499,3862.85246
6.63399,3827.86337
6.63768,3802.56471
6.64198,3840.20821
6.64608,4015.42785
6.65246,3958.82555
6.65702,3907.28949
6.66062,3902.46913
6.66572,3826.2347
6.66899,3902.81095
6.67256,3974.14842
6.67354,3743.54563
6.67554,3749.29651
6.67941,3769.06447
6.68685,3821.47086
6.694,3876.49711
6.69896,3604.95223
6.71186,3749.88758
6.71831,3779.38134
6.7231,3872.21835
6.73517,3695.08718
6.74022,3803.80241
6.74685,3750.68312
6.75761,3694.96563
6.76215,3900.44655
6.76682,3779.08498
6.772,3855.66391
6.77749,3853.31285
6.78033,3626.30499
6.78479,3585.61183
6.79191,3663.87821
6.79896,3748.39312
6.80311,3564.80414
6.80808,3873.79397
6.81289,3716.82872
6.81822,3713.76999
6.82157,3763.35977
6.82731,3744.83036
6.83074,3789.24018
6.83756,3860.09029
6.84145,3827.76216
6.84708,3843.06549
6.85602,3836.83639
6.86179,3645.61193
6.868,3824.22679
6.88018,3691.39101
6.8843,3822.81872
6.88818,3883.87524
6.89275,3668.84783
6.90037,3789.20256
6.90249,3606.05473
6.90683,3666.12119
6.90962,3811.1163
6.91282,3683.53527
6.91901,3594.04146
6.92198,3606.53659
6.92478,3631.07786
6.93119,3583.39728
6.94145,3765.00859
6.94759,3659.51489
6.95358,3551.40791
6.96006,3607.06657
6.96411,3612.7708
6.96856,3697.61097
6.97391,3485.21943
6.97998,3594.02644
6.98288,3699.57309
6.98606,3638.5266
6.98895,3653.58008
6.99467,3591.54482
6.99998,3767.66704
7.00386,3736.80864
7.00751,3629.60105
7.01063,3599.06157
7.01425,3714.41938
7.02064,3780.50108
7.02512,3682.17715
7.03121,3554.49268
7.0356,3653.99359
7.04214,3599.47873
7.04545,3575.94825
7.05182,3631.99094
7.06327,3572.77534
